Generation,Fitness
318,5.55111528856e-17
319,5.55111528856e-17
320,5.55111528856e-17
321,5.55111528856e-17
322,5.55111528856e-17
323,5.55111528856e-17
324,5.55111528856e-17
325,5.55111528856e-17
326,5.55111528856e-17
327,5.55111528856e-17
328,5.55111528856e-17
329,5.55111528856e-17
330,5.55111528856e-17
331,5.55111528856e-17
332,5.55111528856e-17
333,5.55111528856e-17
334,5.55111528856e-17
335,5.55111528856e-17
336,5.55111528856e-17
337,5.55111528856e-17
338,5.55111528856e-17
339,5.55111528856e-17
340,5.55111528856e-17
341,5.55111528856e-17
342,5.55111528856e-17
343,5.55111528856e-17
344,5.55111528856e-17
345,5.55111528856e-17
346,5.55111528856e-17
347,5.55111528856e-17
348,5.55111528856e-17
349,5.55111528856e-17
350,5.55111528856e-17
351,5.55111528856e-17
352,5.55111528856e-17
353,5.55111528856e-17
354,5.55111528856e-17
355,5.55111528856e-17
356,5.55111528856e-17
357,5.55111528856e-17
358,5.55111528856e-17
359,5.55111528856e-17
360,5.55111528856e-17
361,5.55111528856e-17
362,5.55111528856e-17
363,5.55111528856e-17
364,5.55111528856e-17
365,5.55111528856e-17
366,5.55111528856e-17
367,5.55111528856e-17
368,5.55111528856e-17
369,5.55111528856e-17
370,5.55111528856e-17
371,5.55111528856e-17
372,5.55111528856e-17
373,5.55111528856e-17
374,5.55111528856e-17
375,5.55111528856e-17
376,5.55111528856e-17
377,5.55111528856e-17
378,5.55111528856e-17
379,5.55111528856e-17
380,5.55111528856e-17
381,5.55111528856e-17
382,5.55111528856e-17
383,5.55111528856e-17
384,5.55111528856e-17
385,5.55111528856e-17
386,5.55111528856e-17
387,5.55111528856e-17
388,5.55111528856e-17
389,5.55111528856e-17
390,5.55111528856e-17
391,5.55111528856e-17
392,5.55111528856e-17
393,5.55111528856e-17
394,5.55111528856e-17
395,5.55111528856e-17
396,5.55111528856e-17
397,5.55111528856e-17
398,5.55111528856e-17
399,5.55111528856e-17
400,5.55111528856e-17
401,5.55111528856e-17
402,5.55111528856e-17
403,5.55111528856e-17
404,5.55111528856e-17
405,5.55111528856e-17
406,5.55111528856e-17
407,5.55111528856e-17
408,5.55111528856e-17
409,5.55111528856e-17
410,5.55111528856e-17
411,5.55111528856e-17
412,5.55111528856e-17
413,5.55111528856e-17
414,5.55111528856e-17
415,5.55111528856e-17
416,5.55111528856e-17
417,5.55111528856e-17
418,5.55111528856e-17
419,5.55111528856e-17
420,5.55111528856e-17
421,5.55111528856e-17
422,5.55111528856e-17
423,5.55111528856e-17
424,5.55111528856e-17
425,5.55111528856e-17
426,5.55111528856e-17
427,5.55111528856e-17
428,5.55111528856e-17
429,5.55111528856e-17
430,5.55111528856e-17
431,5.55111528856e-17
432,5.55111528856e-17
433,5.55111528856e-17
434,5.55111528856e-17
435,5.55111528856e-17
436,5.55111528856e-17
437,5.55111528856e-17
438,5.55111528856e-17
439,5.55111528856e-17
440,5.55111528856e-17
441,5.55111528856e-17
442,5.55111528856e-17
443,5.55111528856e-17
444,5.55111528856e-17
445,5.55111528856e-17
446,5.55111528856e-17
447,5.55111528856e-17
448,5.55111528856e-17
449,5.55111528856e-17
450,5.55111528856e-17
451,5.55111528856e-17
452,5.55111528856e-17
453,5.55111528856e-17
454,5.55111528856e-17
455,5.55111528856e-17
456,5.55111528856e-17
457,5.55111528856e-17
458,5.55111528856e-17
459,5.55111528856e-17
460,5.55111528856e-17
461,5.55111528856e-17
462,5.55111528856e-17
463,5.55111528856e-17
464,5.55111528856e-17
465,5.55111528856e-17
466,5.55111528856e-17
467,5.55111528856e-17
468,5.55111528856e-17
469,5.55111528856e-17
470,5.55111528856e-17
471,5.55111528856e-17
472,5.55111528856e-17
473,5.55111528856e-17
474,5.55111528856e-17
475,5.55111528856e-17
476,5.55111528856e-17
477,5.55111528856e-17
478,5.55111528856e-17
479,5.55111528856e-17
480,5.55111528856e-17
481,5.55111528856e-17
482,5.55111528856e-17
483,5.55111528856e-17
484,5.55111528856e-17
485,5.55111528856e-17
486,5.55111528856e-17
487,5.55111528856e-17
488,5.55111528856e-17
489,5.55111528856e-17
490,5.55111528856e-17
491,5.55111528856e-17
492,5.55111528856e-17
493,5.55111528856e-17
494,5.55111528856e-17
495,5.55111528856e-17
496,5.55111528856e-17
497,5.55111528856e-17
498,5.55111528856e-17
499,5.55111528856e-17
500,5.55111528856e-17
501,5.55111528856e-17
502,5.55111528856e-17
503,5.55111528856e-17
504,5.55111528856e-17
505,5.55111528856e-17
506,5.55111528856e-17
507,5.55111528856e-17
508,5.55111528856e-17
509,5.55111528856e-17
510,5.55111528856e-17
511,5.55111528856e-17
512,5.55111528856e-17
513,5.55111528856e-17
514,5.55111528856e-17
515,5.55111528856e-17
516,5.55111528856e-17
517,5.55111528856e-17
518,5.55111528856e-17
519,5.55111528856e-17
520,5.55111528856e-17
521,5.55111528856e-17
522,5.55111528856e-17
523,5.55111528856e-17
524,5.55111528856e-17
525,5.55111528856e-17
526,5.55111528856e-17
527,5.55111528856e-17
528,5.55111528856e-17
529,5.55111528856e-17
530,5.55111528856e-17
531,5.55111528856e-17
532,5.55111528856e-17
533,5.55111528856e-17
534,5.55111528856e-17
535,5.55111528856e-17
536,5.55111528856e-17
537,5.55111528856e-17
538,5.55111528856e-17
539,5.55111528856e-17
540,5.55111528856e-17
541,5.55111528856e-17
542,5.55111528856e-17
543,5.55111528856e-17
544,5.55111528856e-17
545,5.55111528856e-17
546,5.55111528856e-17
547,5.55111528856e-17
548,5.55111528856e-17
549,5.55111528856e-17
550,5.55111528856e-17
551,5.55111528856e-17
552,5.55111528856e-17
553,5.55111528856e-17
554,5.55111528856e-17
555,5.55111528856e-17
556,5.55111528856e-17
557,5.55111528856e-17
558,5.55111528856e-17
559,5.55111528856e-17
560,5.55111528856e-17
561,5.55111528856e-17
562,5.55111528856e-17
563,5.55111528856e-17
564,5.55111528856e-17
565,5.55111528856e-17
566,5.55111528856e-17
567,5.55111528856e-17
568,5.55111528856e-17
569,5.55111528856e-17
570,5.55111528856e-17
571,5.55111528856e-17
572,5.55111528856e-17
573,5.55111528856e-17
574,5.55111528856e-17
575,5.55111528856e-17
576,5.55111528856e-17
577,5.55111528856e-17
578,5.55111528856e-17
579,5.55111528856e-17
580,5.55111528856e-17
581,5.55111528856e-17
582,5.55111528856e-17
583,5.55111528856e-17
584,5.55111528856e-17
585,5.55111528856e-17
586,5.55111528856e-17
587,5.55111528856e-17
588,5.55111528856e-17
589,5.55111528856e-17
590,5.55111528856e-17
591,5.55111528856e-17
592,5.55111528856e-17
593,5.55111528856e-17
594,5.55111528856e-17
595,5.55111528856e-17
596,5.55111528856e-17
597,5.55111528856e-17
598,5.55111528856e-17
599,5.55111528856e-17
600,5.55111528856e-17
601,5.55111528856e-17
602,5.55111528856e-17
603,5.55111528856e-17
604,5.55111528856e-17
605,5.55111528856e-17
606,5.55111528856e-17
607,5.55111528856e-17
608,5.55111528856e-17
609,5.55111528856e-17
610,5.55111528856e-17
611,5.55111528856e-17
612,5.55111528856e-17
613,5.55111528856e-17
614,5.55111528856e-17
615,5.55111528856e-17
616,5.55111528856e-17
617,5.55111528856e-17
618,5.55111528856e-17
619,5.55111528856e-17
620,5.55111528856e-17
621,5.55111528856e-17
622,5.55111528856e-17
623,5.55111528856e-17
624,5.55111528856e-17
625,5.55111528856e-17
626,5.55111528856e-17
627,5.55111528856e-17
628,5.55111528856e-17
629,5.55111528856e-17
630,5.55111528856e-17
631,5.55111528856e-17
632,5.55111528856e-17
633,5.55111528856e-17
634,5.55111528856e-17
635,5.55111528856e-17
636,5.55111528856e-17
637,5.55111528856e-17
638,5.55111528856e-17
639,5.55111528856e-17
640,5.55111528856e-17
641,5.55111528856e-17
642,5.55111528856e-17
643,5.55111528856e-17
644,5.55111528856e-17
645,5.55111528856e-17
646,5.55111528856e-17
647,5.55111528856e-17
648,5.55111528856e-17
649,5.55111528856e-17
650,5.55111528856e-17
651,5.55111528856e-17
652,5.55111528856e-17
653,5.55111528856e-17
654,5.55111528856e-17
655,5.55111528856e-17
656,5.55111528856e-17
657,5.55111528856e-17
658,5.55111528856e-17
659,5.55111528856e-17
660,5.55111528856e-17
661,5.55111528856e-17
662,5.55111528856e-17
663,5.55111528856e-17
664,5.55111528856e-17
665,5.55111528856e-17
666,5.55111528856e-17
667,5.55111528856e-17
668,5.55111528856e-17
669,5.55111528856e-17
670,5.55111528856e-17
671,5.55111528856e-17
672,5.55111528856e-17
673,5.55111528856e-17
674,5.55111528856e-17
675,5.55111528856e-17
676,5.55111528856e-17
677,5.55111528856e-17
678,5.55111528856e-17
679,5.55111528856e-17
680,5.55111528856e-17
681,5.55111528856e-17
682,5.55111528856e-17
683,5.55111528856e-17
684,5.55111528856e-17
685,5.55111528856e-17
686,5.55111528856e-17
687,5.55111528856e-17
688,5.55111528856e-17
689,5.55111528856e-17
690,5.55111528856e-17
691,5.55111528856e-17
692,5.55111528856e-17
693,5.55111528856e-17
694,5.55111528856e-17
695,5.55111528856e-17
696,5.55111528856e-17
697,5.55111528856e-17
698,5.55111528856e-17
699,5.55111528856e-17
700,5.55111528856e-17
701,5.55111528856e-17
702,5.55111528856e-17
703,5.55111528856e-17
704,5.55111528856e-17
705,5.55111528856e-17
706,5.55111528856e-17
707,5.55111528856e-17
708,5.55111528856e-17
709,5.55111528856e-17
710,5.55111528856e-17
711,5.55111528856e-17
712,5.55111528856e-17
713,5.55111528856e-17
714,5.55111528856e-17
715,5.55111528856e-17
716,5.55111528856e-17
717,5.55111528856e-17
718,5.55111528856e-17
719,5.55111528856e-17
720,5.55111528856e-17
721,5.55111528856e-17
722,5.55111528856e-17
723,5.55111528856e-17
724,5.55111528856e-17
725,5.55111528856e-17
726,5.55111528856e-17
727,5.55111528856e-17
728,5.55111528856e-17
729,5.55111528856e-17
730,5.55111528856e-17
731,5.55111528856e-17
732,5.55111528856e-17
733,5.55111528856e-17
734,5.55111528856e-17
735,5.55111528856e-17
736,5.55111528856e-17
737,5.55111528856e-17
738,5.55111528856e-17
739,5.55111528856e-17
740,5.55111528856e-17
741,5.55111528856e-17
742,5.55111528856e-17
743,5.55111528856e-17
744,5.55111528856e-17
745,5.55111528856e-17
746,5.55111528856e-17
747,5.55111528856e-17
748,5.55111528856e-17
749,5.55111528856e-17
750,5.55111528856e-17
751,5.55111528856e-17
752,5.55111528856e-17
753,5.55111528856e-17
754,5.55111528856e-17
755,5.55111528856e-17
756,5.55111528856e-17
757,5.55111528856e-17
758,5.55111528856e-17
759,5.55111528856e-17
760,5.55111528856e-17
761,5.55111528856e-17
762,5.55111528856e-17
763,5.55111528856e-17
764,5.55111528856e-17
765,5.55111528856e-17
766,5.55111528856e-17
767,5.55111528856e-17
768,5.55111528856e-17
769,5.55111528856e-17
770,5.55111528856e-17
771,5.55111528856e-17
772,5.55111528856e-17
773,5.55111528856e-17
774,5.55111528856e-17
775,5.55111528856e-17
776,5.55111528856e-17
777,5.55111528856e-17
778,5.55111528856e-17
779,5.55111528856e-17
780,5.55111528856e-17
781,5.55111528856e-17
782,5.55111528856e-17
783,5.55111528856e-17
784,5.55111528856e-17
785,5.55111528856e-17
786,5.55111528856e-17
787,5.55111528856e-17
788,5.55111528856e-17
789,5.55111528856e-17
790,5.55111528856e-17
791,5.55111528856e-17
792,5.55111528856e-17
793,5.55111528856e-17
794,5.55111528856e-17
795,5.55111528856e-17
796,5.55111528856e-17
797,5.55111528856e-17
798,5.55111528856e-17
799,5.55111528856e-17
800,5.55111528856e-17
801,5.55111528856e-17
802,5.55111528856e-17
803,5.55111528856e-17
804,5.55111528856e-17
805,5.55111528856e-17
806,5.55111528856e-17
807,5.55111528856e-17
808,5.55111528856e-17
809,5.55111528856e-17
810,5.55111528856e-17
811,5.55111528856e-17
812,5.55111528856e-17
813,5.55111528856e-17
814,5.55111528856e-17
815,5.55111528856e-17
816,5.55111528856e-17
817,5.55111528856e-17
818,5.55111528856e-17
819,5.55111528856e-17
820,5.55111528856e-17
821,5.55111528856e-17
822,5.55111528856e-17
823,5.55111528856e-17
824,5.55111528856e-17
825,5.55111528856e-17
826,5.55111528856e-17
827,5.55111528856e-17
828,5.55111528856e-17
829,5.55111528856e-17
830,5.55111528856e-17
831,5.55111528856e-17
832,5.55111528856e-17
833,5.55111528856e-17
834,5.55111528856e-17
835,5.55111528856e-17
836,5.55111528856e-17
837,5.55111528856e-17
838,5.55111528856e-17
839,5.55111528856e-17
840,5.55111528856e-17
841,5.55111528856e-17
842,5.55111528856e-17
843,5.55111528856e-17
844,5.55111528856e-17
845,5.55111528856e-17
846,5.55111528856e-17
847,5.55111528856e-17
848,5.55111528856e-17
849,5.55111528856e-17
850,5.55111528856e-17
851,5.55111528856e-17
852,5.55111528856e-17
853,5.55111528856e-17
854,5.55111528856e-17
855,5.55111528856e-17
856,5.55111528856e-17
857,5.55111528856e-17
858,5.55111528856e-17
859,5.55111528856e-17
860,5.55111528856e-17
861,5.55111528856e-17
862,5.55111528856e-17
863,5.55111528856e-17
864,5.55111528856e-17
865,5.55111528856e-17
866,5.55111528856e-17
867,5.55111528856e-17
868,5.55111528856e-17
869,5.55111528856e-17
870,5.55111528856e-17
871,5.55111528856e-17
872,5.55111528856e-17
873,5.55111528856e-17
874,5.55111528856e-17
875,5.55111528856e-17
876,5.55111528856e-17
877,5.55111528856e-17
878,5.55111528856e-17
879,5.55111528856e-17
880,5.55111528856e-17
881,5.55111528856e-17
882,5.55111528856e-17
883,5.55111528856e-17
884,5.55111528856e-17
885,5.55111528856e-17
886,5.55111528856e-17
887,5.55111528856e-17
888,5.55111528856e-17
889,5.55111528856e-17
890,5.55111528856e-17
891,5.55111528856e-17
892,5.55111528856e-17
893,5.55111528856e-17
894,5.55111528856e-17
895,5.55111528856e-17
896,5.55111528856e-17
897,5.55111528856e-17
898,5.55111528856e-17
899,5.55111528856e-17
900,5.55111528856e-17
901,5.55111528856e-17
902,5.55111528856e-17
903,5.55111528856e-17
904,5.55111528856e-17
905,5.55111528856e-17
906,5.55111528856e-17
907,5.55111528856e-17
908,5.55111528856e-17
909,5.55111528856e-17
910,5.55111528856e-17
911,5.55111528856e-17
912,5.55111528856e-17
913,5.55111528856e-17
914,5.55111528856e-17
915,5.55111528856e-17
916,5.55111528856e-17
917,5.55111528856e-17
918,5.55111528856e-17
919,5.55111528856e-17
920,5.55111528856e-17
921,5.55111528856e-17
922,5.55111528856e-17
923,5.55111528856e-17
924,5.55111528856e-17
925,5.55111528856e-17
926,5.55111528856e-17
927,5.55111528856e-17
928,5.55111528856e-17
929,5.55111528856e-17
930,5.55111528856e-17
931,5.55111528856e-17
932,5.55111528856e-17
933,5.55111528856e-17
934,5.55111528856e-17
935,5.55111528856e-17
936,5.55111528856e-17
937,5.55111528856e-17
938,5.55111528856e-17
939,5.55111528856e-17
940,5.55111528856e-17
941,5.55111528856e-17
942,5.55111528856e-17
943,5.55111528856e-17
944,5.55111528856e-17
945,5.55111528856e-17
946,5.55111528856e-17
947,5.55111528856e-17
948,5.55111528856e-17
949,5.55111528856e-17
950,5.55111528856e-17
951,5.55111528856e-17
952,5.55111528856e-17
953,5.55111528856e-17
954,5.55111528856e-17
955,5.55111528856e-17
956,5.55111528856e-17
957,5.55111528856e-17
958,5.55111528856e-17
959,5.55111528856e-17
960,5.55111528856e-17
961,5.55111528856e-17
962,5.55111528856e-17
963,5.55111528856e-17
964,5.55111528856e-17
965,5.55111528856e-17
966,5.55111528856e-17
967,5.55111528856e-17
968,5.55111528856e-17
969,5.55111528856e-17
970,5.55111528856e-17
971,5.55111528856e-17
972,5.55111528856e-17
973,5.55111528856e-17
974,5.55111528856e-17
975,5.55111528856e-17
976,5.55111528856e-17
977,5.55111528856e-17
978,5.55111528856e-17
979,5.55111528856e-17
980,5.55111528856e-17
981,5.55111528856e-17
982,5.55111528856e-17
983,5.55111528856e-17
984,5.55111528856e-17
985,5.55111528856e-17
986,5.55111528856e-17
987,5.55111528856e-17
988,5.55111528856e-17
989,5.55111528856e-17
990,5.55111528856e-17
991,5.55111528856e-17
992,5.55111528856e-17
993,5.55111528856e-17
994,5.55111528856e-17
995,5.55111528856e-17
996,5.55111528856e-17
997,5.55111528856e-17
998,5.55111528856e-17
999,5.55111528856e-17
